date,product,region,quantity_sold,unit_price,discount,revenue
2023-05-11,Smartwatch,West,12,1963.4211150381511,0.2666239550441439,17279.112143153958
2023-11-11,Laptop,South,19,1868.3534010001133,0.0185023750862872,34841.90408604031
2021-05-02,Tablet,South,18,1871.038588550185,0.1350192511247274,29131.422470976097
2022-04-12,Smartwatch,North,17,834.3362829518692,0.0614158361849996,13312.611982073227
2021-11-27,Smartwatch,East,6,964.1402669882424,0.169955449676349,4801.676246167082
2021-03-29,Tablet,West,15,1425.989022919514,0.1948628875810981,17221.75026381703
2023-05-22,Smartwatch,South,3,1848.274259700004,0.0907869548786265,5041.425203643879
2021-05-11,Laptop,West,6,326.8888057365651,0.1379945009034302,1690.6796888281765
2023-02-09,Laptop,North,3,643.2716344630318,0.0838018455829678,1768.0928528515724
2021-12-10,Tablet,South,1,321.53134695851355,0.1108173493365341,285.90009535996563
2023-03-17,Headphones,North,13,1243.4166334209378,0.047861987006527,15390.755154689788
2022-01-21,Smartphone,West,14,647.2869439306982,0.2656678330756894,6654.530738218221
2023-08-14,Headphones,North,13,685.9103123995183,0.0030031231677409,8890.055710241666
2021-10-04,Smartwatch,West,4,188.2861210015595,0.2647227559331365,553.7700005842667
2022-04-05,Smartphone,North,7,732.1023205248042,0.1715036635049215,4245.808633460422
2021-01-22,Tablet,West,10,1731.8681894330914,0.0994973532531052,15595.518884012514
2021-09-10,Tablet,East,7,504.49198318712814,0.2169171376380989,2765.4131836296588
2023-01-18,Smartphone,North,15,1405.615559109628,0.1523256455587993,17872.563924911417
2023-05-07,Laptop,North,15,1277.7752726302556,0.1497325974322819,16296.759931868775
2022-04-20,Smartphone,East,4,1733.7949863197748,0.0330426848756899,6706.022979791037
2023-12-19,Smartwatch,East,6,307.96149791952456,0.1168548077836226,1631.848297652292
2022-05-26,Laptop,North,5,1956.3004226728344,0.0723193037570209,9074.110690827843
2022-12-01,Tablet,East,12,1186.1258597787128,0.0047087716788838,14166.48796707114
2023-09-03,Smartphone,South,1,1991.174597076288,0.1080298892346339,1776.0682259073196
2021-07-09,Headphones,West,8,1827.453715438409,0.0269466388276814,14225.679841553483
2023-08-16,Headphones,West,1,481.95868062055627,0.0770490113175555,444.8242407828288
2022-11-18,Smartwatch,West,5,159.51591931146055,0.0277549863549283,775.4427857378855
2023-08-16,Headphones,South,6,548.496232900955,0.0302824876669196,3191.31841495668
2022-07-17,Smartphone,East,3,1078.7491155488688,0.0597033883245564,3043.032414595448
2023-04-12,Smartphone,East,15,384.61291577712046,0.2999547733459201,4038.696536989213
2022-10-09,Headphones,North,5,376.5465018100776,0.0006552428571746,1881.498862021862
2021-01-21,Smartphone,East,14,952.0574168550486,0.1916017908361215,10774.981151295333
2023-04-21,Smartwatch,North,18,114.87254378024892,0.0423731094079672,1980.090664464185
2021-06-16,Laptop,South,16,287.6817609379274,0.2761884410132327,3331.6381420246357
2022-01-23,Smartwatch,West,6,860.9296118454978,0.0280898680000887,5020.477276148341
2022-08-24,Smartwatch,West,14,173.1033229555346,0.2865189561378709,1729.083153816453
2021-11-12,Smartphone,West,8,823.6723600882822,0.1832779162450434,5381.691250101319
2021-01-14,Laptop,East,7,974.312218599468,0.000380423074647,6817.590974247215
2021-08-30,Smartphone,North,8,929.9698974425733,0.2682021593750418,5444.39970235751
2023-02-16,Tablet,North,13,1744.8909719360202,0.1565135404100754,19133.29480775357
2022-07-19,Smartphone,South,6,1083.6217873508783,0.0788009205991453,5989.388357558027
2023-06-17,Smartphone,East,18,962.5619018321846,0.230183753254689,13337.924229512651
2021-04-02,Smartphone,South,2,850.8830285137491,0.277999666166061,1228.6756612811198
2023-08-14,Laptop,North,8,1644.365587693748,0.1451072469440381,11246.049794351942
2022-05-24,Smartphone,North,11,1795.3603777996746,0.0946660423329332,17879.407878992213
2023-02-15,Laptop,West,1,1713.8228149343793,0.236683537180478,1308.1891689951065
2021-02-04,Headphones,East,6,1363.415827356212,0.2045356493365364,6507.292114753189
2021-07-25,Tablet,North,16,317.8554046389148,0.2666257451250817,3729.711528560476
2023-10-23,Laptop,West,12,589.8964405094239,0.2077542038283578,5608.115702042475
2023-10-19,Headphones,East,11,139.82297417985598,0.0730585016698608,1425.6848890597728
2022-07-20,Laptop,South,10,1865.1069462307223,0.2794977749277057,13438.137047570275
2022-12-04,Laptop,East,3,1338.557132897275,0.0314507241617973,3889.375625207149
2022-02-06,Tablet,East,13,1505.407624410821,0.0803828250320543,17997.18318756651
2022-12-31,Smartwatch,North,3,657.5648921853465,0.1560583823171656,1664.8391365270195
2021-06-11,Smartwatch,North,15,1699.0243684408176,0.1697226078212704,21159.92282815733
2021-07-21,Laptop,East,16,556.2264032315331,0.0045931759880716,8858.744919556459
2023-09-23,Smartphone,North,13,53.20532636927688,0.2341718177462819,529.6997989347886
2021-09-27,Headphones,North,17,784.0091769153532,0.1084821955276168,11882.28838152619
2023-03-27,Smartphone,North,3,1162.9848878701932,0.1219255623006413,3063.561904408414
2022-04-01,Smartphone,West,11,983.474473032769,0.2428108633310837,8191.438058887597
2023-10-14,Laptop,West,19,1731.0484780243642,0.1137850175182633,29147.54083592058
2021-10-23,Laptop,East,11,255.54030761452552,0.0141674629484264,2771.11944752024
2022-12-21,Laptop,North,16,1129.955709235765,0.052931931141105,17122.319543071982
2021-12-04,Laptop,West,3,1050.3097321507694,0.2867709517164546,2247.334231994516
2023-05-29,Smartwatch,East,6,598.7163152357178,0.0211216087207542,3516.4227809434637
2023-12-13,Laptop,North,14,1653.3448195251706,0.1064793602904048,20682.168091237458
2023-03-03,Smartwatch,South,18,1518.0548789703023,0.1509537501154033,23200.178437957507
2021-08-05,Smartwatch,North,17,1479.0754152970703,0.147984248201568,21423.324382825493
2023-02-03,Laptop,North,4,1758.5753326256342,0.0011879829036428,7025.944700782828
2021-07-07,Tablet,West,15,1459.4299712119662,0.1503488194372471,18600.095969833677
2022-01-15,Headphones,East,11,502.09051884371655,0.1151317373932227,4887.123615886323
2022-05-08,Smartphone,East,3,1425.8472877168977,0.2916238006423671,3030.1088476118557
2023-12-01,Smartwatch,West,3,650.0204861101955,0.0477477251981489,1856.950459698716
2021-01-15,Headphones,North,16,522.2405681775676,0.1062462590278485,7468.071383937969
2021-03-06,Tablet,South,5,192.35700615427328,0.1258444455269459,840.7497268578271
2022-06-05,Smartphone,North,10,1500.8557316779695,0.1172080611302846,13249.4334133172
